property_type,location,bed,bath,total_sqft,price
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,443 sqft","15,230,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,443 sqft","12,344,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,443 sqft","12,344,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,443 sqft","15,230,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,207 sqft","12,870,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,207 sqft","10,456,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,207 sqft","12,870,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,297 sqft","11,176,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,207 sqft","12,870,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,207 sqft","12,870,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,207 sqft","10,456,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,207 sqft","12,870,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,207 sqft","10,456,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,305 sqft","11,240,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,305 sqft","13,850,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,305 sqft","11,240,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,305 sqft","11,240,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,305 sqft","13,850,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,305 sqft","11,240,000"
Apartment,"Block F, Banasree, Dhaka",3,3,"1,300 sqft","4,810,000"
Apartment,"Block F, Banasree, Dhaka",3,2,"1,250 sqft","4,625,000"
Apartment,"East Rampura, Rampura, Dhaka",3,2,"1,000 sqft","4,000,000"
Apartment,"Malibagh Chowdhury Para, Malibagh, Dhaka",3,3,"1,460 sqft","7,200,000"
Apartment,"Rupnagar R/A, Mirpur, Dhaka",3,3,"1,220 sqft","6,600,000"
Apartment,"Sector 10, Uttara, Dhaka",3,4,"1,500 sqft","8,250,000"
Apartment,"Pallabi, Mirpur, Dhaka",2,2,800 sqft,"3,500,000"
Apartment,"Pallabi, Mirpur, Dhaka",2,2,800 sqft,"3,500,000"
Apartment,"Block F, Banasree, Dhaka",3,3,"1,150 sqft","4,500,000"
Apartment,"Rajabazar, Tejgaon, Dhaka",3,3,"1,466 sqft","15,000,000"
Apartment,"Malibagh Chowdhury Para, Malibagh, Dhaka",3,3,"1,460 sqft","8,200,000"
Apartment,"West Mollartek, Dakshin Khan, Dhaka",3,2,"1,150 sqft","6,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,260 sqft","7,000,000"
Apartment,"Greenway Road, Maghbazar, Dhaka",2,2,800 sqft,"4,000,000"
Apartment,"Rayer Bazaar, Hazaribag, Dhaka",4,3,"1,740 sqft","7,000,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,292 sqft","6,500,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",4,4,"2,300 sqft","17,250,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,569 sqft","7,000,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,210 sqft","6,300,000"
Apartment,"Block D, Banasree, Dhaka",3,3,"1,400 sqft","7,000,000"
Apartment,"Taltola, Agargaon, Dhaka",3,2,921 sqft,"7,500,000"
Apartment,"Taltola, Agargaon, Dhaka",2,2,690 sqft,"7,000,000"
Apartment,"Block I, Bashundhara R-A, Dhaka",3,3,"1,400 sqft","10,000,000"
Apartment,"Block C, Bashundhara R-A, Dhaka",4,4,"2,300 sqft","17,250,000"
Apartment,"Greenway Road, Maghbazar, Dhaka",2,2,800 sqft,"4,000,000"
Apartment,"Sector 10, Uttara, Dhaka",3,2,"1,050 sqft","6,300,000"
Apartment,"Malibag Bazar Rd, Malibagh, Dhaka",2,2,850 sqft,"3,825,000"
Apartment,"Block G, Bashundhara R-A, Dhaka",3,3,"1,570 sqft","12,000,000"
Apartment,"Block F, Bashundhara R-A, Dhaka",3,4,"1,650 sqft","12,000,000"
Apartment,"Malibag College Road, Malibagh, Dhaka",3,2,"1,050 sqft","7,000,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,725 sqft","12,000,000"
Apartment,"Road No 4, Banani, Dhaka",3,3,"1,800 sqft","22,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",2,2,850 sqft,"3,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,550 sqft","6,600,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,500 sqft","8,250,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,600 sqft","9,000,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,500 sqft","8,250,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"2,130 sqft","11,715,000"
Apartment,"South Banasree Project, Banasree, Dhaka",4,4,"1,800 sqft","7,400,000"
Apartment,"Faydabad, Dakshin Khan, Dhaka",3,2,"1,200 sqft","4,200,000"
Apartment,"Goaltek, Dakshin Khan, Dhaka",2,2,885 sqft,"4,500,000"
Apartment,"Block I, Bashundhara R-A, Dhaka",3,3,"1,400 sqft","10,000,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,750 sqft","10,850,000"
Apartment,"Block D, Bashundhara R-A, Dhaka",3,3,"2,350 sqft","18,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",2,2,850 sqft,"3,500,000"
Apartment,"Road No 6A, Dhanmondi, Dhaka",3,4,"2,642 sqft","32,500,000"
Apartment,"Road No 6A, Dhanmondi, Dhaka",3,4,"2,642 sqft","32,500,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,575 sqft","9,000,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,200 sqft","5,500,000"
Apartment,"Block I, Bashundhara R-A, Dhaka",4,5,"2,800 sqft","19,000,000"
Apartment,"Sector 12, Uttara, Dhaka",3,3,"1,500 sqft","14,000,000"
Apartment,"Khilbari Tek, Badda, Dhaka",3,3,"1,300 sqft","5,200,000"
Apartment,"Khilbari Tek, Badda, Dhaka",3,2,"1,100 sqft","4,400,000"
Apartment,"Block B, Bashundhara R-A, Dhaka",3,2,"1,150 sqft","7,130,000"
Apartment,"Block B, Banasree, Dhaka",3,3,"1,315 sqft","7,000,000"
Apartment,"Road No 5, Dhanmondi, Dhaka",3,3,"2,195 sqft","27,600,000"
Apartment,"Malibag Bazar Rd, Malibagh, Dhaka",2,2,900 sqft,"4,050,000"
Apartment,"Nadda, Dhaka",3,3,903 sqft,"4,200,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,475 sqft","11,000,000"
Apartment,"Sector 10, Uttara, Dhaka",3,2,"1,565 sqft","8,300,000"
Apartment,"Malibag Bazar Rd, Malibagh, Dhaka",2,2,875 sqft,"3,937,500"
Apartment,"Middle Badda, Badda, Dhaka",3,3,"1,240 sqft","5,580,000"
Apartment,"Sector 10, Uttara, Dhaka",4,5,"2,400 sqft","13,000,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,559 sqft","7,400,000"
Apartment,"Outer Circular Road, Shiddheswari, Dhaka",2,2,900 sqft,"6,300,000"
Apartment,"Goran, Khilgaon, Dhaka",3,3,"1,200 sqft","5,340,000"
Apartment,"Nadda Kacha Bazar Road, Nadda, Dhaka",2,2,650 sqft,"2,800,000"
Apartment,"Nurer Chala, Badda, Dhaka",4,3,"1,850 sqft","7,400,000"
Apartment,"New Eskaton Road, Eskaton, Dhaka",3,4,"1,925 sqft","19,300,000"
Apartment,"Gulbag, Malibagh, Dhaka",2,2,"1,095 sqft","5,100,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,940 sqft,"5,200,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,200 sqft","6,500,000"
Apartment,"Taltola, Agargaon, Dhaka",4,3,"1,490 sqft","7,000,000"
Apartment,"Sector 5, Uttara, Dhaka",4,4,"2,050 sqft","17,425,000"
Apartment,"Sector 5, Uttara, Dhaka",4,4,"1,774 sqft","13,000,000"
Apartment,"Sector 5, Uttara, Dhaka",4,4,"1,774 sqft","13,000,000"
Apartment,"Sector 5, Uttara, Dhaka",4,4,"1,774 sqft","13,000,000"
Apartment,"Middle Badda, Badda, Dhaka",3,2,850 sqft,"3,800,000"
Apartment,"Block E, Banasree, Dhaka",3,3,"1,100 sqft","5,000,000"
Apartment,"Chowdhuripara, Khilgaon, Dhaka",3,2,"1,100 sqft","7,000,000"
Apartment,"Sector 7, Uttara, Dhaka",3,2,"1,750 sqft","12,000,000"
Apartment,"Road No 5A, Dhanmondi, Dhaka",4,4,"3,348 sqft","42,000,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,750 sqft","10,850,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,750 sqft","10,850,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,750 sqft","10,850,000"
Apartment,"Shahjadpur, Badda, Dhaka",3,3,"1,750 sqft","10,850,000"
Apartment,"Sector 7, Uttara, Dhaka",5,5,"3,400 sqft","27,880,000"
Apartment,"Tikka Para Road, Mohammadpur, Dhaka",2,2,650 sqft,"3,300,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,200 sqft","6,000,000"
Apartment,"PC Culture Housing, Mohammadpur, Dhaka",2,2,760 sqft,"4,000,000"
Apartment,"PC Culture Housing, Mohammadpur, Dhaka",2,2,760 sqft,"4,000,000"
Apartment,"PC Culture Housing, Mohammadpur, Dhaka",2,2,760 sqft,"4,000,000"
Apartment,"PC Culture Housing, Mohammadpur, Dhaka",2,2,760 sqft,"4,000,000"
Apartment,"Gandaria, Sutrapur, Dhaka",3,3,"1,470 sqft","8,600,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,310 sqft","6,550,000"
Apartment,"Rajarbag, Bashabo, Dhaka",3,3,"1,000 sqft","5,500,000"
Apartment,"Lake City Concord, Khilkhet, Dhaka",1,1,600 sqft,"4,000,000"
Apartment,"Block F, Banasree, Dhaka",4,4,"1,660 sqft","10,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,"1,100 sqft","5,500,000"
Apartment,"Sector 9, Uttara, Dhaka",3,3,"1,700 sqft","13,600,000"
Apartment,"Sector 9, Uttara, Dhaka",3,3,"1,700 sqft","13,600,000"
Apartment,"Sector 12, Uttara, Dhaka",3,3,"1,675 sqft","9,000,000"
Apartment,"Merul Badda, Badda, Dhaka",2,2,"1,000 sqft","4,500,000"
Apartment,"Sector 1, Uttara, Dhaka",3,4,"1,450 sqft","11,500,000"
Apartment,"Sector 3, Uttara, Dhaka",3,3,"2,111 sqft","18,000,000"
Apartment,"East Shewrapara, Mirpur, Dhaka",3,3,"1,287 sqft","8,000,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,150 sqft","5,500,000"
Apartment,"South Banasree Project, Banasree, Dhaka",2,1,500 sqft,"2,000,000"
Apartment,"Kakrail Road, Kakrail, Dhaka",2,3,"1,500 sqft","9,000,000"
Apartment,"Bhuiyanpara Main Road, Khilgaon, Dhaka",2,2,"1,650 sqft","4,500,000"
Apartment,"Block F, Banasree, Dhaka",4,4,"1,892 sqft","12,000,000"
Apartment,"Masjid Road, Aftab Nagar, Dhaka",2,2,750 sqft,"3,500,000"
Apartment,"Masjid Road, Aftab Nagar, Dhaka",2,2,750 sqft,"3,500,000"
Apartment,"Masjid Road, Aftab Nagar, Dhaka",2,2,750 sqft,"3,500,000"
Apartment,"East Rampura, Rampura, Dhaka",3,2,950 sqft,"3,800,000"
Apartment,"East Rampura, Rampura, Dhaka",3,2,"1,015 sqft","4,060,000"
Apartment,"East Rampura, Rampura, Dhaka",3,2,915 sqft,"3,660,000"
Apartment,"East Rampura, Rampura, Dhaka",3,2,"1,080 sqft","4,320,000"
Apartment,"East Rampura, Rampura, Dhaka",3,2,"1,100 sqft","4,400,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,408 sqft","8,500,000"
Apartment,"Faydabad, Dakshin Khan, Dhaka",3,2,"1,200 sqft","4,200,000"
Apartment,"Faydabad, Dakshin Khan, Dhaka",3,2,"1,160 sqft","4,060,000"
Apartment,"Faydabad, Dakshin Khan, Dhaka",3,2,"1,200 sqft","4,200,000"
Apartment,"Faydabad, Dakshin Khan, Dhaka",3,2,"1,200 sqft","4,200,000"
Apartment,"Middle Badda, Badda, Dhaka",2,2,950 sqft,"5,950,000"
Apartment,"Middle Badda, Badda, Dhaka",2,2,950 sqft,"5,800,000"
Apartment,"Middle Badda, Badda, Dhaka",3,3,"1,250 sqft","8,750,000"
Apartment,"Middle Badda, Badda, Dhaka",3,3,"1,550 sqft","16,000,000"
Apartment,"Faydabad, Dakshin Khan, Dhaka",3,2,"1,200 sqft","4,500,000"
Apartment,"Bashir Uddin Road, Kalabagan, Dhaka",3,4,"2,000 sqft","17,500,000"
Apartment,"Merul Badda, Badda, Dhaka",3,4,"1,780 sqft","10,146,000"
Apartment,"Shantibag, Malibagh, Dhaka",3,3,"1,450 sqft","6,525,000"
Apartment,"East Rampura, Rampura, Dhaka",3,2,"1,120 sqft","4,480,000"
Apartment,"Sector 13, Uttara, Dhaka",3,3,"1,250 sqft","10,000,000"
Apartment,"Sector 13, Uttara, Dhaka",3,3,"1,513 sqft","11,000,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,275 sqft","6,000,000"
Apartment,"Block F, Bashundhara R-A, Dhaka",2,2,"1,075 sqft","6,500,000"
Apartment,"Block G, Bashundhara R-A, Dhaka",3,3,"1,550 sqft","10,500,000"
Apartment,"Section 12, Mirpur, Dhaka",2,2,650 sqft,"2,500,000"
Apartment,"Middle Badda, Badda, Dhaka",3,2,970 sqft,"5,500,000"
Apartment,"Middle Badda, Badda, Dhaka",3,2,990 sqft,"5,500,000"
Apartment,"Goaltek, Dakshin Khan, Dhaka",3,3,"1,277 sqft","5,746,500"
Apartment,"Goaltek, Dakshin Khan, Dhaka",3,3,"1,170 sqft","5,265,000"
Apartment,"Goaltek, Dakshin Khan, Dhaka",2,2,950 sqft,"3,990,000"
Apartment,"Goaltek, Dakshin Khan, Dhaka",2,2,800 sqft,"3,360,000"
Apartment,"Block E, Bashundhara R-A, Dhaka",3,3,"1,550 sqft","10,500,000"
Apartment,"East Rampura, Rampura, Dhaka",3,2,"1,100 sqft","4,400,000"
Apartment,"Sector 10, Uttara, Dhaka",3,4,"1,600 sqft","7,000,000"
Apartment,"East Rampura, Rampura, Dhaka",2,2,850 sqft,"3,400,000"
Apartment,"East Rampura, Rampura, Dhaka",2,2,980 sqft,"3,724,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,725 sqft","12,000,000"
Apartment,"Shantibag, Malibagh, Dhaka",3,3,"1,450 sqft","6,525,000"
Apartment,"Bot Tola, Khilkhet, Dhaka",3,3,"1,100 sqft","4,400,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,350 sqft","5,000,000"
Apartment,"Block J, Bashundhara R-A, Dhaka",4,4,"2,150 sqft","15,000,000"
Apartment,"Block G, Banasree, Dhaka",4,4,"2,003 sqft","12,000,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,3,"1,060 sqft","5,088,000"
Apartment,"Block G, Banasree, Dhaka",4,4,"1,597 sqft","10,000,000"
Apartment,"Block G, Bashundhara R-A, Dhaka",3,3,"1,600 sqft","13,000,000"
Apartment,"Block J, Banasree, Dhaka",3,3,"1,150 sqft","5,175,000"
Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",3,3,"1,310 sqft","6,800,000"
Apartment,"Baitul Aman Housing Society, Adabor, Dhaka",3,3,"1,310 sqft","6,800,000"
Apartment,"Shekhertek, Mohammadpur, Dhaka",3,3,"1,280 sqft","7,500,000"
Apartment,"West Rampura, Rampura, Dhaka",4,3,"1,601 sqft","12,000,000"
Apartment,"Olipara Road, Joar Sahara, Dhaka",2,2,750 sqft,"3,500,000"
Apartment,"Block I, Bashundhara R-A, Dhaka",3,3,"1,650 sqft","13,000,000"
Apartment,"West Rampura, Rampura, Dhaka",3,2,990 sqft,"5,200,000"
Apartment,"Section 6, Mirpur, Dhaka",2,2,675 sqft,"3,000,000"
Apartment,"Jigatola, Hazaribag, Dhaka",2,2,"1,050 sqft","5,500,000"
Apartment,"Sector 10, Uttara, Dhaka",4,5,"2,100 sqft","13,000,000"
Apartment,"West Shewrapara, Mirpur, Dhaka",3,3,"1,400 sqft","8,000,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,2,"1,140 sqft","5,000,000"
Apartment,"Uttar Badda, Badda, Dhaka",2,2,905 sqft,"5,000,000"
Apartment,"Road No 18, Banani, Dhaka",4,4,"2,350 sqft","31,725,000"
Apartment,"Jigatola, Hazaribag, Dhaka",2,2,"1,050 sqft","5,500,000"
Apartment,"Bashir Uddin Road, Kalabagan, Dhaka",2,2,760 sqft,"6,500,000"
Apartment,"Section 6, Mirpur, Dhaka",4,4,"1,300 sqft","5,800,000"
Apartment,"Section 6, Mirpur, Dhaka",4,4,"1,300 sqft","4,500,000"
Apartment,"Section 6, Mirpur, Dhaka",4,4,"1,300 sqft","5,600,000"
Apartment,"Section 6, Mirpur, Dhaka",3,3,"1,275 sqft","7,650,000"
Apartment,"Road No 18, Banani, Dhaka",4,4,"2,350 sqft","31,725,000"
Apartment,"Road No 18, Banani, Dhaka",4,4,"2,350 sqft","31,725,000"
Apartment,"Pallabi, Mirpur, Dhaka",2,2,930 sqft,"5,500,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,350 sqft","8,000,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,350 sqft","8,000,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,350 sqft","8,000,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,350 sqft","8,000,000"
Apartment,"Sector 4, Uttara, Dhaka",4,4,"2,200 sqft","22,000,000"
Apartment,"Malibag Pabna Colony Road, Malibagh, Dhaka",3,3,"1,000 sqft","5,950,000"
Apartment,"Road No 18, Banani, Dhaka",4,4,"2,994 sqft","53,892,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,500 sqft","9,000,000"
Apartment,"Shahjadpur, Badda, Dhaka",4,4,"1,160 sqft","7,000,000"
Apartment,"Nalbhog Mouza, Turag, Dhaka",4,4,"2,350 sqft","16,500,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,140 sqft","5,300,000"
Apartment,"Section 1, Mirpur, Dhaka",2,2,850 sqft,"4,250,000"
Apartment,"Section 1, Mirpur, Dhaka",2,2,850 sqft,"4,250,000"
Apartment,"Section 6, Mirpur, Dhaka",3,3,"1,120 sqft","7,000,000"
Apartment,"Middle Badda, Badda, Dhaka",3,3,"1,020 sqft","8,000,000"
Apartment,"Middle Badda, Badda, Dhaka",3,3,"1,120 sqft","8,000,000"
Apartment,"Block H, Aftab Nagar, Dhaka",3,3,"1,250 sqft","6,500,000"
Apartment,"Block H, Aftab Nagar, Dhaka",3,3,"1,250 sqft","6,500,000"
Apartment,"Block H, Aftab Nagar, Dhaka",3,3,"1,250 sqft","6,500,000"
Apartment,"Block H, Aftab Nagar, Dhaka",3,3,"1,250 sqft","6,500,000"
Apartment,"Section 1, Mirpur, Dhaka",2,2,875 sqft,"3,000,000"
Apartment,"Block D, Aftab Nagar, Dhaka",3,2,"1,250 sqft","6,200,000"
Apartment,"Naya Paltan, Motijheel, Dhaka",3,2,"1,005 sqft","6,532,500"
Apartment,"Kallyanpur, Mirpur, Dhaka",3,3,"1,800 sqft","9,540,000"
Apartment,"Tikatuli, Sutrapur, Dhaka",3,3,"1,600 sqft","9,600,000"
Apartment,"Sector 13, Uttara, Dhaka",3,3,"1,800 sqft","13,500,000"
Apartment,"Vashantek, Cantonment, Dhaka",3,3,"1,200 sqft","6,600,000"
Apartment,"Pearl Street, Shyamoli, Dhaka",3,4,"1,250 sqft","7,200,000"
Apartment,"Karwan Bazar, Tejgaon, Dhaka",3,3,"1,275 sqft","7,905,000"
Apartment,"Karwan Bazar, Tejgaon, Dhaka",3,3,"1,275 sqft","7,905,000"
Apartment,"Karwan Bazar, Tejgaon, Dhaka",2,3,975 sqft,"6,045,000"
Apartment,"Karwan Bazar, Tejgaon, Dhaka",2,2,975 sqft,"6,045,000"
Apartment,"Shahjahan Road, Mohammadpur, Dhaka",3,3,"1,870 sqft","19,800,000"
Apartment,"Section 10, Mirpur, Dhaka",3,2,"1,075 sqft","6,000,000"
Apartment,"Section 10, Mirpur, Dhaka",3,2,900 sqft,"4,700,000"
Apartment,"Sector 11, Uttara, Dhaka",3,3,"1,280 sqft","9,700,000"
Apartment,"Sector 11, Uttara, Dhaka",3,3,"1,280 sqft","9,700,000"
Apartment,"Section 11, Mirpur, Dhaka",3,3,"1,250 sqft","7,750,000"
Apartment,"Sector 11, Uttara, Dhaka",3,3,"1,280 sqft","9,700,000"
Apartment,"Nayatola, Maghbazar, Dhaka",3,3,"1,444 sqft","8,500,000"
Apartment,"Section 12, Mirpur, Dhaka",2,2,650 sqft,"2,300,000"
Apartment,"Nayatola, Maghbazar, Dhaka",3,3,"1,444 sqft","8,500,000"
Apartment,"Section 12, Mirpur, Dhaka",3,3,"1,298 sqft","8,242,300"
Apartment,"Section 12, Mirpur, Dhaka",3,3,"1,298 sqft","8,242,300"
Apartment,"Section 12, Mirpur, Dhaka",3,3,"1,298 sqft","8,242,300"
Apartment,"Section 12, Mirpur, Dhaka",3,3,"1,298 sqft","8,242,300"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,820 sqft,"3,800,000"
Apartment,"South Banasree Project, Banasree, Dhaka",3,2,820 sqft,"4,000,000"
Apartment,"Road No 6A, Dhanmondi, Dhaka",4,3,"2,250 sqft","37,000,000"
Apartment,"Khilji Road, Mohammadpur, Dhaka",3,3,"1,800 sqft","18,000,000"
Apartment,"Section 12, Mirpur, Dhaka",2,2,630 sqft,"2,300,000"
Apartment,"Section 11, Mirpur, Dhaka",2,2,772 sqft,"3,500,000"
Apartment,"Sector 13, Uttara, Dhaka",3,3,900 sqft,"10,000,000"
Apartment,"Section 11, Mirpur, Dhaka",4,4,"1,545 sqft","7,500,000"
Apartment,"Manikdi, Cantonment, Dhaka",3,3,"1,140 sqft","5,472,000"
Apartment,"Manikdi, Cantonment, Dhaka",3,3,"1,190 sqft","5,712,000"
Apartment,"Manikdi, Cantonment, Dhaka",3,3,"1,190 sqft","5,712,000"
Apartment,"Nayatola, Maghbazar, Dhaka",3,3,"1,438 sqft","8,200,000"
Apartment,"Nayatola, Maghbazar, Dhaka",2,2,"1,438 sqft","7,700,000"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,100 sqft","4,800,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,350 sqft","5,000,000"
Apartment,"Sector 10, Uttara, Dhaka",4,6,"3,038 sqft","18,000,000"
Apartment,"Pallabi, Mirpur, Dhaka",2,2,790 sqft,"4,000,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,250 sqft","6,500,000"
Apartment,"Sector 4, Uttara, Dhaka",4,4,"2,200 sqft","20,000,000"
Apartment,"Poribagh Road Number 2, Paribagh, Dhaka",3,4,"1,850 sqft","17,800,000"
Apartment,"Section 11, Mirpur, Dhaka",3,3,"1,250 sqft","7,750,000"
Apartment,"Block G, Banasree, Dhaka",3,3,"1,597 sqft","9,262,600"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,227 sqft","9,000,000"
Apartment,"Sector 11, Uttara, Dhaka",3,3,"1,530 sqft","9,500,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,298 sqft","9,486,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,428 sqft","10,067,600"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,428 sqft","10,067,600"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,170 sqft","8,600,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,227 sqft","9,000,000"
Apartment,"Taltola, Agargaon, Dhaka",3,2,"1,100 sqft","7,000,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,228 sqft","8,700,000"
Apartment,"Sector 10, Uttara, Dhaka",3,2,"1,218 sqft","7,917,000"
Apartment,"Sector 4, Uttara, Dhaka",3,3,"1,600 sqft","11,000,000"
Apartment,"Sector 4, Uttara, Dhaka",3,3,"1,600 sqft","11,000,000"
Apartment,"Gulshan 2, Gulshan, Dhaka",4,4,"5,365 sqft","100,000,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,428 sqft","10,067,600"
Apartment,"Section 1, Mirpur, Dhaka",3,3,"1,050 sqft","5,000,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,428 sqft","10,067,600"
Apartment,"Pallabi, Mirpur, Dhaka",3,3,"1,050 sqft","5,000,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,428 sqft","10,067,600"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,298 sqft","9,486,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,298 sqft","9,486,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,298 sqft","9,486,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,298 sqft","9,400,000"
Apartment,"Section 1, Mirpur, Dhaka",3,2,"1,300 sqft","7,000,000"
Apartment,"Sector 14, Uttara, Dhaka",2,2,"1,050 sqft","7,350,000"
Apartment,"Sector 14, Uttara, Dhaka",4,4,"2,100 sqft","14,700,000"
Apartment,"Block G, Banasree, Dhaka",3,2,"1,210 sqft","5,500,000"
Apartment,"Purana Paltan, Motijheel, Dhaka",3,3,"2,050 sqft","15,300,000"
Apartment,"Block I, Bashundhara R-A, Dhaka",3,3,"1,400 sqft","11,000,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,250 sqft","7,700,000"
Apartment,"Rupnagar R/A, Mirpur, Dhaka",3,3,"1,100 sqft","6,500,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,875 sqft","12,600,000"
Apartment,"West Rampura, Rampura, Dhaka",3,2,938 sqft,"6,700,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,298 sqft","9,400,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,428 sqft","10,067,600"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,500 sqft","7,500,000"
Apartment,"Sector 10, Uttara, Dhaka",3,3,"1,500 sqft","7,500,000"
Apartment,"West Rampura, Rampura, Dhaka",3,3,"1,170 sqft","8,590,000"
Apartment,"Sector 11, Uttara, Dhaka",3,4,"1,650 sqft","10,500,000"
Apartment,"Sector 11, Uttara, Dhaka",3,3,"1,350 sqft","10,000,000"
Apartment,"Sector 11, Uttara, Dhaka",3,2,"1,250 sqft","8,000,000"
Apartment,"South Banasree Project, Banasree, Dhaka",2,2,850 sqft,"3,825,000"
Apartment,"Sector 11, Uttara, Dhaka",3,2,"1,250 sqft","8,000,000"
Apartment,"Manikdi, Cantonment, Dhaka",3,3,"1,200 sqft","5,760,000"
Apartment,"Manikdi, Cantonment, Dhaka",3,3,"1,190 sqft","5,712,000"
Apartment,"Manikdi, Cantonment, Dhaka",3,3,"1,140 sqft","5,800,000"
Apartment,"Manikdi, Cantonment, Dhaka",3,3,"1,190 sqft","6,600,000"
Apartment,"Section 2, Mirpur, Dhaka",3,3,"1,200 sqft","7,000,000"
